v_cost,loss,tpr,fpr,p_fake,log10_lambda,loss_aversion
1.989246040768921364e-01,2.978569125756621361e+00,8.995345737319440094e-01,3.338365902379155092e-01,2.889218826778232607e-01,-7.307007350027561188e-01,1.236957021057605743e+00
1.989246040768921364e-01,2.978569125756621361e+00,8.741122725605964261e-01,2.123752214014529988e-02,2.889218826778232607e-01,-7.307007350027561188e-01,1.236957021057605743e+00
1.989246040768921364e-01,2.978569125756621361e+00,8.741122725605964261e-01,3.338365902379155092e-01,8.424095489084719723e-01,-7.307007350027561188e-01,1.236957021057605743e+00
1.989246040768921364e-01,2.978569125756621361e+00,8.741122725605964261e-01,3.338365902379155092e-01,2.889218826778232607e-01,-2.569205686450004578e-02,1.236957021057605743e+00
1.989246040768921364e-01,2.978569125756621361e+00,8.741122725605964261e-01,3.338365902379155092e-01,2.889218826778232607e-01,-7.307007350027561188e-01,2.534462573006749153e+00
1.989246040768921364e-01,2.978569125756621361e+00,8.741122725605964261e-01,3.338365902379155092e-01,2.889218826778232607e-01,-7.307007350027561188e-01,1.236957021057605743e+00
5.362644242309033693e-01,2.217171575874090195e+00,7.516655421908944312e-01,2.372342679277062716e-01,6.483161698095499803e-01,-1.621790420264005661e+00,1.254611510783433914e+00
4.419954306725412674e-01,2.217171575874090195e+00,7.516655421908944312e-01,2.372342679277062716e-01,6.483161698095499803e-01,-1.621790420264005661e+00,1.254611510783433914e+00
5.362644242309033693e-01,2.230743410065770149e+00,7.516655421908944312e-01,2.372342679277062716e-01,6.483161698095499803e-01,-1.621790420264005661e+00,1.254611510783433914e+00
5.362644242309033693e-01,2.217171575874090195e+00,9.830267138499766411e-01,2.372342679277062716e-01,6.483161698095499803e-01,-1.621790420264005661e+00,1.254611510783433914e+00
5.362644242309033693e-01,2.217171575874090195e+00,7.516655421908944312e-01,2.174132869299501281e-01,6.483161698095499803e-01,-1.621790420264005661e+00,1.254611510783433914e+00
5.362644242309033693e-01,2.217171575874090195e+00,7.516655421908944312e-01,2.372342679277062716e-01,1.877725763246416713e-01,-1.621790420264005661e+00,1.254611510783433914e+00
5.362644242309033693e-01,2.217171575874090195e+00,7.516655421908944312e-01,2.372342679277062716e-01,6.483161698095499803e-01,1.114773165434598923e+00,1.254611510783433914e+00
5.362644242309033693e-01,2.217171575874090195e+00,7.516655421908944312e-01,2.372342679277062716e-01,6.483161698095499803e-01,-1.621790420264005661e+00,2.956278651952743530e+00
5.362644242309033693e-01,2.230743410065770149e+00,9.830267138499766411e-01,2.174132869299501281e-01,1.877725763246416713e-01,1.114773165434598923e+00,2.956278651952743530e+00
4.419954306725412674e-01,2.217171575874090195e+00,9.830267138499766411e-01,2.174132869299501281e-01,1.877725763246416713e-01,1.114773165434598923e+00,2.956278651952743530e+00
4.419954306725412674e-01,2.230743410065770149e+00,7.516655421908944312e-01,2.174132869299501281e-01,1.877725763246416713e-01,1.114773165434598923e+00,2.956278651952743530e+00
4.419954306725412674e-01,2.230743410065770149e+00,9.830267138499766411e-01,2.372342679277062716e-01,1.877725763246416713e-01,1.114773165434598923e+00,2.956278651952743530e+00
4.419954306725412674e-01,2.230743410065770149e+00,9.830267138499766411e-01,2.174132869299501281e-01,6.483161698095499803e-01,1.114773165434598923e+00,2.956278651952743530e+00
4.419954306725412674e-01,2.230743410065770149e+00,9.830267138499766411e-01,2.174132869299501281e-01,1.877725763246416713e-01,-1.621790420264005661e+00,2.956278651952743530e+00
4.419954306725412674e-01,2.230743410065770149e+00,9.830267138499766411e-01,2.174132869299501281e-01,1.877725763246416713e-01,1.114773165434598923e+00,1.254611510783433914e+00
4.419954306725412674e-01,2.230743410065770149e+00,9.830267138499766411e-01,2.174132869299501281e-01,1.877725763246416713e-01,1.114773165434598923e+00,2.956278651952743530e+00
3.476219273544848276e-01,1.418102383613586426e+00,8.004975519608705792e-01,1.174470058549195450e-01,5.011790487915277620e-02,7.261627316474914551e-01,2.309208262711763382e+00
6.278577835392207263e-01,1.418102383613586426e+00,8.004975519608705792e-01,1.174470058549195450e-01,5.011790487915277620e-02,7.261627316474914551e-01,2.309208262711763382e+00
3.476219273544848276e-01,1.227265229448676109e+00,8.004975519608705792e-01,1.174470058549195450e-01,5.011790487915277620e-02,7.261627316474914551e-01,2.309208262711763382e+00
3.476219273544848276e-01,1.418102383613586426e+00,6.802485601510852575e-01,1.174470058549195450e-01,5.011790487915277620e-02,7.261627316474914551e-01,2.309208262711763382e+00
3.476219273544848276e-01,1.418102383613586426e+00,8.004975519608705792e-01,1.775926307495683532e-01,5.011790487915277620e-02,7.261627316474914551e-01,2.309208262711763382e+00
3.476219273544848276e-01,1.418102383613586426e+00,8.004975519608705792e-01,1.174470058549195450e-01,7.950207443907856275e-01,7.261627316474914551e-01,2.309208262711763382e+00
3.476219273544848276e-01,1.418102383613586426e+00,8.004975519608705792e-01,1.174470058549195450e-01,5.011790487915277620e-02,-1.575032714754343033e+00,2.309208262711763382e+00
3.476219273544848276e-01,1.418102383613586426e+00,8.004975519608705792e-01,1.174470058549195450e-01,5.011790487915277620e-02,7.261627316474914551e-01,1.604302708059549332e+00
3.476219273544848276e-01,1.227265229448676109e+00,6.802485601510852575e-01,1.775926307495683532e-01,7.950207443907856275e-01,-1.575032714754343033e+00,1.604302708059549332e+00
6.278577835392207263e-01,1.418102383613586426e+00,6.802485601510852575e-01,1.775926307495683532e-01,7.950207443907856275e-01,-1.575032714754343033e+00,1.604302708059549332e+00
6.278577835392207263e-01,1.227265229448676109e+00,8.004975519608705792e-01,1.775926307495683532e-01,7.950207443907856275e-01,-1.575032714754343033e+00,1.604302708059549332e+00
6.278577835392207263e-01,1.227265229448676109e+00,6.802485601510852575e-01,1.174470058549195450e-01,7.950207443907856275e-01,-1.575032714754343033e+00,1.604302708059549332e+00
6.278577835392207263e-01,1.227265229448676109e+00,6.802485601510852575e-01,1.775926307495683532e-01,5.011790487915277620e-02,-1.575032714754343033e+00,1.604302708059549332e+00
6.278577835392207263e-01,1.227265229448676109e+00,6.802485601510852575e-01,1.775926307495683532e-01,7.950207443907856275e-01,7.261627316474914551e-01,1.604302708059549332e+00
6.278577835392207263e-01,1.227265229448676109e+00,6.802485601510852575e-01,1.775926307495683532e-01,7.950207443907856275e-01,-1.575032714754343033e+00,2.309208262711763382e+00
6.278577835392207263e-01,1.227265229448676109e+00,6.802485601510852575e-01,1.775926307495683532e-01,7.950207443907856275e-01,-1.575032714754343033e+00,1.604302708059549332e+00
2.850110477209091275e-01,2.987987853586673737e+00,7.847320668306201341e-01,5.705229882150888998e-02,6.113751175813376681e-01,4.657371714711189270e-02,1.690548546612262726e+00
8.269972664956003472e-01,2.987987853586673737e+00,7.847320668306201341e-01,5.705229882150888998e-02,6.113751175813376681e-01,4.657371714711189270e-02,1.690548546612262726e+00
2.850110477209091275e-01,1.831034846603870392e+00,7.847320668306201341e-01,5.705229882150888998e-02,6.113751175813376681e-01,4.657371714711189270e-02,1.690548546612262726e+00
2.850110477209091275e-01,2.987987853586673737e+00,9.071384893264621274e-01,5.705229882150888998e-02,6.113751175813376681e-01,4.657371714711189270e-02,1.690548546612262726e+00
2.850110477209091275e-01,2.987987853586673737e+00,7.847320668306201341e-01,2.021850557252764802e-01,6.113751175813376681e-01,4.657371714711189270e-02,1.690548546612262726e+00
2.850110477209091275e-01,2.987987853586673737e+00,7.847320668306201341e-01,5.705229882150888998e-02,9.377209208905696869e-01,4.657371714711189270e-02,1.690548546612262726e+00
2.850110477209091275e-01,2.987987853586673737e+00,7.847320668306201341e-01,5.705229882150888998e-02,6.113751175813376681e-01,-8.669457472860813141e-01,1.690548546612262726e+00
2.850110477209091275e-01,2.987987853586673737e+00,7.847320668306201341e-01,5.705229882150888998e-02,6.113751175813376681e-01,4.657371714711189270e-02,2.855535149574279785e+00
2.850110477209091275e-01,1.831034846603870392e+00,9.071384893264621274e-01,2.021850557252764802e-01,9.377209208905696869e-01,-8.669457472860813141e-01,2.855535149574279785e+00
8.269972664956003472e-01,2.987987853586673737e+00,9.071384893264621274e-01,2.021850557252764802e-01,9.377209208905696869e-01,-8.669457472860813141e-01,2.855535149574279785e+00
8.269972664956003472e-01,1.831034846603870392e+00,7.847320668306201341e-01,2.021850557252764802e-01,9.377209208905696869e-01,-8.669457472860813141e-01,2.855535149574279785e+00
8.269972664956003472e-01,1.831034846603870392e+00,9.071384893264621274e-01,5.705229882150888998e-02,9.377209208905696869e-01,-8.669457472860813141e-01,2.855535149574279785e+00
8.269972664956003472e-01,1.831034846603870392e+00,9.071384893264621274e-01,2.021850557252764802e-01,6.113751175813376681e-01,-8.669457472860813141e-01,2.855535149574279785e+00
8.269972664956003472e-01,1.831034846603870392e+00,9.071384893264621274e-01,2.021850557252764802e-01,9.377209208905696869e-01,4.657371714711189270e-02,2.855535149574279785e+00
8.269972664956003472e-01,1.831034846603870392e+00,9.071384893264621274e-01,2.021850557252764802e-01,9.377209208905696869e-01,-8.669457472860813141e-01,1.690548546612262726e+00
8.269972664956003472e-01,1.831034846603870392e+00,9.071384893264621274e-01,2.021850557252764802e-01,9.377209208905696869e-01,-8.669457472860813141e-01,2.855535149574279785e+00
5.988611381128430278e-01,1.626900304108858109e+00,8.336053437273949207e-01,3.227665305603295565e-01,2.383957074955105893e-01,-1.176332741975784302e+00,2.745143391191959381e+00
1.461111147236079100e-01,1.626900304108858109e+00,8.336053437273949207e-01,3.227665305603295565e-01,2.383957074955105893e-01,-1.176332741975784302e+00,2.745143391191959381e+00
5.988611381128430278e-01,2.834026273339986801e+00,8.336053437273949207e-01,3.227665305603295565e-01,2.383957074955105893e-01,-1.176332741975784302e+00,2.745143391191959381e+00
5.988611381128430278e-01,1.626900304108858109e+00,6.096814776677638159e-01,3.227665305603295565e-01,2.383957074955105893e-01,-1.176332741975784302e+00,2.745143391191959381e+00
5.988611381128430278e-01,1.626900304108858109e+00,8.336053437273949207e-01,2.415712476894259497e-01,2.383957074955105893e-01,-1.176332741975784302e+00,2.745143391191959381e+00
5.988611381128430278e-01,1.626900304108858109e+00,8.336053437273949207e-01,3.227665305603295565e-01,7.937935180962085724e-02,-1.176332741975784302e+00,2.745143391191959381e+00
5.988611381128430278e-01,1.626900304108858109e+00,8.336053437273949207e-01,3.227665305603295565e-01,2.383957074955105893e-01,3.267320506274700165e-01,2.745143391191959381e+00
5.988611381128430278e-01,1.626900304108858109e+00,8.336053437273949207e-01,3.227665305603295565e-01,2.383957074955105893e-01,-1.176332741975784302e+00,1.708883438259363174e+00
5.988611381128430278e-01,2.834026273339986801e+00,6.096814776677638159e-01,2.415712476894259497e-01,7.937935180962085724e-02,3.267320506274700165e-01,1.708883438259363174e+00
1.461111147236079100e-01,1.626900304108858109e+00,6.096814776677638159e-01,2.415712476894259497e-01,7.937935180962085724e-02,3.267320506274700165e-01,1.708883438259363174e+00
1.461111147236079100e-01,2.834026273339986801e+00,8.336053437273949207e-01,2.415712476894259497e-01,7.937935180962085724e-02,3.267320506274700165e-01,1.708883438259363174e+00
1.461111147236079100e-01,2.834026273339986801e+00,6.096814776677638159e-01,3.227665305603295565e-01,7.937935180962085724e-02,3.267320506274700165e-01,1.708883438259363174e+00
1.461111147236079100e-01,2.834026273339986801e+00,6.096814776677638159e-01,2.415712476894259497e-01,2.383957074955105893e-01,3.267320506274700165e-01,1.708883438259363174e+00
1.461111147236079100e-01,2.834026273339986801e+00,6.096814776677638159e-01,2.415712476894259497e-01,7.937935180962085724e-02,-1.176332741975784302e+00,1.708883438259363174e+00
1.461111147236079100e-01,2.834026273339986801e+00,6.096814776677638159e-01,2.415712476894259497e-01,7.937935180962085724e-02,3.267320506274700165e-01,2.745143391191959381e+00
1.461111147236079100e-01,2.834026273339986801e+00,6.096814776677638159e-01,2.415712476894259497e-01,7.937935180962085724e-02,3.267320506274700165e-01,1.708883438259363174e+00
9.175083795282990007e-01,2.269170299172401428e+00,6.948776926752179284e-01,1.547588127944618530e-01,4.956468761898576436e-01,-7.054794728755950928e-01,1.465774891898036003e+00
4.909372589364647821e-01,2.269170299172401428e+00,6.948776926752179284e-01,1.547588127944618530e-01,4.956468761898576436e-01,-7.054794728755950928e-01,1.465774891898036003e+00
9.175083795282990007e-01,2.078418694436550140e+00,6.948776926752179284e-01,1.547588127944618530e-01,4.956468761898576436e-01,-7.054794728755950928e-01,1.465774891898036003e+00
9.175083795282990007e-01,2.269170299172401428e+00,7.201182326674461232e-01,1.547588127944618530e-01,4.956468761898576436e-01,-7.054794728755950928e-01,1.465774891898036003e+00
9.175083795282990007e-01,2.269170299172401428e+00,6.948776926752179284e-01,3.096730156149715141e-01,4.956468761898576436e-01,-7.054794728755950928e-01,1.465774891898036003e+00
9.175083795282990007e-01,2.269170299172401428e+00,6.948776926752179284e-01,1.547588127944618530e-01,4.318692415021359587e-01,-7.054794728755950928e-01,1.465774891898036003e+00
9.175083795282990007e-01,2.269170299172401428e+00,6.948776926752179284e-01,1.547588127944618530e-01,4.956468761898576436e-01,-1.960117582231760025e+00,1.465774891898036003e+00
9.175083795282990007e-01,2.269170299172401428e+00,6.948776926752179284e-01,1.547588127944618530e-01,4.956468761898576436e-01,-7.054794728755950928e-01,2.488753806799650192e+00
9.175083795282990007e-01,2.078418694436550140e+00,7.201182326674461232e-01,3.096730156149715141e-01,4.318692415021359587e-01,-1.960117582231760025e+00,2.488753806799650192e+00
4.909372589364647821e-01,2.269170299172401428e+00,7.201182326674461232e-01,3.096730156149715141e-01,4.318692415021359587e-01,-1.960117582231760025e+00,2.488753806799650192e+00
4.909372589364647821e-01,2.078418694436550140e+00,6.948776926752179284e-01,3.096730156149715141e-01,4.318692415021359587e-01,-1.960117582231760025e+00,2.488753806799650192e+00
4.909372589364647821e-01,2.078418694436550140e+00,7.201182326674461232e-01,1.547588127944618530e-01,4.318692415021359587e-01,-1.960117582231760025e+00,2.488753806799650192e+00
4.909372589364647821e-01,2.078418694436550140e+00,7.201182326674461232e-01,3.096730156149715141e-01,4.956468761898576436e-01,-1.960117582231760025e+00,2.488753806799650192e+00
4.909372589364647821e-01,2.078418694436550140e+00,7.201182326674461232e-01,3.096730156149715141e-01,4.318692415021359587e-01,-7.054794728755950928e-01,2.488753806799650192e+00
4.909372589364647821e-01,2.078418694436550140e+00,7.201182326674461232e-01,3.096730156149715141e-01,4.318692415021359587e-01,-1.960117582231760025e+00,1.465774891898036003e+00
4.909372589364647821e-01,2.078418694436550140e+00,7.201182326674461232e-01,3.096730156149715141e-01,4.318692415021359587e-01,-1.960117582231760025e+00,2.488753806799650192e+00
2.186392596829682677e-01,1.095582257956266403e+00,9.386940928827971486e-01,2.242945785075426135e-01,7.987678155303000738e-01,1.571566123515367508e+00,2.473563699051737785e+00
5.520825678296387151e-01,1.095582257956266403e+00,9.386940928827971486e-01,2.242945785075426135e-01,7.987678155303000738e-01,1.571566123515367508e+00,2.473563699051737785e+00
2.186392596829682677e-01,1.082751434296369553e+00,9.386940928827971486e-01,2.242945785075426135e-01,7.987678155303000738e-01,1.571566123515367508e+00,2.473563699051737785e+00
2.186392596829682677e-01,1.095582257956266403e+00,7.966779240779577886e-01,2.242945785075426135e-01,7.987678155303000738e-01,1.571566123515367508e+00,2.473563699051737785e+00
2.186392596829682677e-01,1.095582257956266403e+00,9.386940928827971486e-01,6.267085685394704897e-02,7.987678155303000738e-01,1.571566123515367508e+00,2.473563699051737785e+00
2.186392596829682677e-01,1.095582257956266403e+00,9.386940928827971486e-01,2.242945785075426135e-01,5.853134068660438283e-01,1.571566123515367508e+00,2.473563699051737785e+00
2.186392596829682677e-01,1.095582257956266403e+00,9.386940928827971486e-01,2.242945785075426135e-01,7.987678155303000738e-01,1.482892643660306931e+00,2.473563699051737785e+00
2.186392596829682677e-01,1.095582257956266403e+00,9.386940928827971486e-01,2.242945785075426135e-01,7.987678155303000738e-01,1.571566123515367508e+00,1.075740851461887360e+00
2.186392596829682677e-01,1.082751434296369553e+00,7.966779240779577886e-01,6.267085685394704897e-02,5.853134068660438283e-01,1.482892643660306931e+00,1.075740851461887360e+00
5.520825678296387151e-01,1.095582257956266403e+00,7.966779240779577886e-01,6.267085685394704897e-02,5.853134068660438283e-01,1.482892643660306931e+00,1.075740851461887360e+00
5.520825678296387151e-01,1.082751434296369553e+00,9.386940928827971486e-01,6.267085685394704897e-02,5.853134068660438283e-01,1.482892643660306931e+00,1.075740851461887360e+00
5.520825678296387151e-01,1.082751434296369553e+00,7.966779240779577886e-01,2.242945785075426135e-01,5.853134068660438283e-01,1.482892643660306931e+00,1.075740851461887360e+00
5.520825678296387151e-01,1.082751434296369553e+00,7.966779240779577886e-01,6.267085685394704897e-02,7.987678155303000738e-01,1.482892643660306931e+00,1.075740851461887360e+00
5.520825678296387151e-01,1.082751434296369553e+00,7.966779240779577886e-01,6.267085685394704897e-02,5.853134068660438283e-01,1.571566123515367508e+00,1.075740851461887360e+00
5.520825678296387151e-01,1.082751434296369553e+00,7.966779240779577886e-01,6.267085685394704897e-02,5.853134068660438283e-01,1.482892643660306931e+00,2.473563699051737785e+00
5.520825678296387151e-01,1.082751434296369553e+00,7.966779240779577886e-01,6.267085685394704897e-02,5.853134068660438283e-01,1.482892643660306931e+00,1.075740851461887360e+00
3.932597056962549437e-02,2.088389001786708832e+00,8.484518576413393465e-01,2.579597721435129554e-01,9.004697265103458470e-01,7.930754460394382477e-01,1.067677136510610580e+00
3.595307356398552701e-01,2.088389001786708832e+00,8.484518576413393465e-01,2.579597721435129554e-01,9.004697265103458470e-01,7.930754460394382477e-01,1.067677136510610580e+00
3.932597056962549437e-02,2.286707874387502670e+00,8.484518576413393465e-01,2.579597721435129554e-01,9.004697265103458470e-01,7.930754460394382477e-01,1.067677136510610580e+00
3.932597056962549437e-02,2.088389001786708832e+00,6.680553983431308795e-01,2.579597721435129554e-01,9.004697265103458470e-01,7.930754460394382477e-01,1.067677136510610580e+00
3.932597056962549437e-02,2.088389001786708832e+00,8.484518576413393465e-01,3.587623034883290485e-01,9.004697265103458470e-01,7.930754460394382477e-01,1.067677136510610580e+00
3.932597056962549437e-02,2.088389001786708832e+00,8.484518576413393465e-01,2.579597721435129554e-01,6.669009421020746231e-01,7.930754460394382477e-01,1.067677136510610580e+00
3.932597056962549437e-02,2.088389001786708832e+00,8.484518576413393465e-01,2.579597721435129554e-01,9.004697265103458470e-01,-1.014106355607509613e+00,1.067677136510610580e+00
3.932597056962549437e-02,2.088389001786708832e+00,8.484518576413393465e-01,2.579597721435129554e-01,9.004697265103458470e-01,7.930754460394382477e-01,1.899692868813872337e+00
3.932597056962549437e-02,2.286707874387502670e+00,6.680553983431308795e-01,3.587623034883290485e-01,6.669009421020746231e-01,-1.014106355607509613e+00,1.899692868813872337e+00
3.595307356398552701e-01,2.088389001786708832e+00,6.680553983431308795e-01,3.587623034883290485e-01,6.669009421020746231e-01,-1.014106355607509613e+00,1.899692868813872337e+00
3.595307356398552701e-01,2.286707874387502670e+00,8.484518576413393465e-01,3.587623034883290485e-01,6.669009421020746231e-01,-1.014106355607509613e+00,1.899692868813872337e+00
3.595307356398552701e-01,2.286707874387502670e+00,6.680553983431308795e-01,2.579597721435129554e-01,6.669009421020746231e-01,-1.014106355607509613e+00,1.899692868813872337e+00
3.595307356398552701e-01,2.286707874387502670e+00,6.680553983431308795e-01,3.587623034883290485e-01,9.004697265103458470e-01,-1.014106355607509613e+00,1.899692868813872337e+00
3.595307356398552701e-01,2.286707874387502670e+00,6.680553983431308795e-01,3.587623034883290485e-01,6.669009421020746231e-01,7.930754460394382477e-01,1.899692868813872337e+00
3.595307356398552701e-01,2.286707874387502670e+00,6.680553983431308795e-01,3.587623034883290485e-01,6.669009421020746231e-01,-1.014106355607509613e+00,1.067677136510610580e+00
3.595307356398552701e-01,2.286707874387502670e+00,6.680553983431308795e-01,3.587623034883290485e-01,6.669009421020746231e-01,-1.014106355607509613e+00,1.899692868813872337e+00
8.484105758834630251e-01,1.289808575063943863e+00,7.020926764234900475e-01,1.827927797939628562e-01,3.728028315119444880e-01,-1.928933814167976379e+00,2.122393872588872910e+00
6.677228732500225528e-01,1.289808575063943863e+00,7.020926764234900475e-01,1.827927797939628562e-01,3.728028315119444880e-01,-1.928933814167976379e+00,2.122393872588872910e+00
8.484105758834630251e-01,1.282617695629596710e+00,7.020926764234900475e-01,1.827927797939628562e-01,3.728028315119444880e-01,-1.928933814167976379e+00,2.122393872588872910e+00
8.484105758834630251e-01,1.289808575063943863e+00,9.464698495063930128e-01,1.827927797939628562e-01,3.728028315119444880e-01,-1.928933814167976379e+00,2.122393872588872910e+00
8.484105758834630251e-01,1.289808575063943863e+00,7.020926764234900475e-01,1.424824287183582699e-02,3.728028315119444880e-01,-1.928933814167976379e+00,2.122393872588872910e+00
8.484105758834630251e-01,1.289808575063943863e+00,7.020926764234900475e-01,1.827927797939628562e-01,3.721715308725833671e-01,-1.928933814167976379e+00,2.122393872588872910e+00
8.484105758834630251e-01,1.289808575063943863e+00,7.020926764234900475e-01,1.827927797939628562e-01,3.728028315119444880e-01,1.553846798837184906e+00,2.122393872588872910e+00
8.484105758834630251e-01,1.289808575063943863e+00,7.020926764234900475e-01,1.827927797939628562e-01,3.728028315119444880e-01,-1.928933814167976379e+00,2.531974615529179573e+00
8.484105758834630251e-01,1.282617695629596710e+00,9.464698495063930128e-01,1.424824287183582699e-02,3.721715308725833671e-01,1.553846798837184906e+00,2.531974615529179573e+00
6.677228732500225528e-01,1.289808575063943863e+00,9.464698495063930128e-01,1.424824287183582699e-02,3.721715308725833671e-01,1.553846798837184906e+00,2.531974615529179573e+00
6.677228732500225528e-01,1.282617695629596710e+00,7.020926764234900475e-01,1.424824287183582699e-02,3.721715308725833671e-01,1.553846798837184906e+00,2.531974615529179573e+00
6.677228732500225528e-01,1.282617695629596710e+00,9.464698495063930128e-01,1.827927797939628562e-01,3.721715308725833671e-01,1.553846798837184906e+00,2.531974615529179573e+00
6.677228732500225528e-01,1.282617695629596710e+00,9.464698495063930128e-01,1.424824287183582699e-02,3.728028315119444880e-01,1.553846798837184906e+00,2.531974615529179573e+00
6.677228732500225528e-01,1.282617695629596710e+00,9.464698495063930128e-01,1.424824287183582699e-02,3.721715308725833671e-01,-1.928933814167976379e+00,2.531974615529179573e+00
6.677228732500225528e-01,1.282617695629596710e+00,9.464698495063930128e-01,1.424824287183582699e-02,3.721715308725833671e-01,1.553846798837184906e+00,2.122393872588872910e+00
6.677228732500225528e-01,1.282617695629596710e+00,9.464698495063930128e-01,1.424824287183582699e-02,3.721715308725833671e-01,1.553846798837184906e+00,2.531974615529179573e+00
6.679546193778514995e-01,2.682193070650100708e+00,9.474617050588131084e-01,3.560387813579291572e-01,1.080664724111556896e-01,-4.548484236001968384e-01,1.838524231687188148e+00
9.593449769355356649e-01,2.682193070650100708e+00,9.474617050588131084e-01,3.560387813579291572e-01,1.080664724111556896e-01,-4.548484236001968384e-01,1.838524231687188148e+00
6.679546193778514995e-01,1.538210134953260422e+00,9.474617050588131084e-01,3.560387813579291572e-01,1.080664724111556896e-01,-4.548484236001968384e-01,1.838524231687188148e+00
6.679546193778514995e-01,2.682193070650100708e+00,8.619304140284657079e-01,3.560387813579291572e-01,1.080664724111556896e-01,-4.548484236001968384e-01,1.838524231687188148e+00
6.679546193778514995e-01,2.682193070650100708e+00,9.474617050588131084e-01,1.539515754766762334e-01,1.080664724111556896e-01,-4.548484236001968384e-01,1.838524231687188148e+00
6.679546193778514995e-01,2.682193070650100708e+00,9.474617050588131084e-01,3.560387813579291572e-01,2.728899019770323897e-01,-4.548484236001968384e-01,1.838524231687188148e+00
6.679546193778514995e-01,2.682193070650100708e+00,9.474617050588131084e-01,3.560387813579291572e-01,1.080664724111556896e-01,-1.705029830336570740e-01,1.838524231687188148e+00
6.679546193778514995e-01,2.682193070650100708e+00,9.474617050588131084e-01,3.560387813579291572e-01,1.080664724111556896e-01,-4.548484236001968384e-01,1.251112440600991249e+00
6.679546193778514995e-01,1.538210134953260422e+00,8.619304140284657079e-01,1.539515754766762334e-01,2.728899019770323897e-01,-1.705029830336570740e-01,1.251112440600991249e+00
9.593449769355356649e-01,2.682193070650100708e+00,8.619304140284657079e-01,1.539515754766762334e-01,2.728899019770323897e-01,-1.705029830336570740e-01,1.251112440600991249e+00
9.593449769355356649e-01,1.538210134953260422e+00,9.474617050588131084e-01,1.539515754766762334e-01,2.728899019770323897e-01,-1.705029830336570740e-01,1.251112440600991249e+00
9.593449769355356649e-01,1.538210134953260422e+00,8.619304140284657079e-01,3.560387813579291572e-01,2.728899019770323897e-01,-1.705029830336570740e-01,1.251112440600991249e+00
9.593449769355356649e-01,1.538210134953260422e+00,8.619304140284657079e-01,1.539515754766762334e-01,1.080664724111556896e-01,-1.705029830336570740e-01,1.251112440600991249e+00
9.593449769355356649e-01,1.538210134953260422e+00,8.619304140284657079e-01,1.539515754766762334e-01,2.728899019770323897e-01,-4.548484236001968384e-01,1.251112440600991249e+00
9.593449769355356649e-01,1.538210134953260422e+00,8.619304140284657079e-01,1.539515754766762334e-01,2.728899019770323897e-01,-1.705029830336570740e-01,1.838524231687188148e+00
9.593449769355356649e-01,1.538210134953260422e+00,8.619304140284657079e-01,1.539515754766762334e-01,2.728899019770323897e-01,-1.705029830336570740e-01,1.251112440600991249e+00
4.643192178383469537e-01,1.946113165467977524e+00,6.061297040060161789e-01,8.395577115938067381e-02,7.064999268390238507e-01,1.323129121214151382e+00,2.846435287967324257e+00
2.953882750123739548e-02,1.946113165467977524e+00,6.061297040060161789e-01,8.395577115938067381e-02,7.064999268390238507e-01,1.323129121214151382e+00,2.846435287967324257e+00
4.643192178383469537e-01,2.534975908696651459e+00,6.061297040060161789e-01,8.395577115938067381e-02,7.064999268390238507e-01,1.323129121214151382e+00,2.846435287967324257e+00
4.643192178383469537e-01,1.946113165467977524e+00,7.526186426170170529e-01,8.395577115938067381e-02,7.064999268390238507e-01,1.323129121214151382e+00,2.846435287967324257e+00
4.643192178383469537e-01,1.946113165467977524e+00,6.061297040060161789e-01,2.908496692962944663e-01,7.064999268390238507e-01,1.323129121214151382e+00,2.846435287967324257e+00
4.643192178383469537e-01,1.946113165467977524e+00,6.061297040060161789e-01,8.395577115938067381e-02,7.662650003097951634e-01,1.323129121214151382e+00,2.846435287967324257e+00
4.643192178383469537e-01,1.946113165467977524e+00,6.061297040060161789e-01,8.395577115938067381e-02,7.064999268390238507e-01,6.482321843504905701e-01,2.846435287967324257e+00
4.643192178383469537e-01,1.946113165467977524e+00,6.061297040060161789e-01,8.395577115938067381e-02,7.064999268390238507e-01,1.323129121214151382e+00,2.180509520694613457e+00
4.643192178383469537e-01,2.534975908696651459e+00,7.526186426170170529e-01,2.908496692962944663e-01,7.662650003097951634e-01,6.482321843504905701e-01,2.180509520694613457e+00
2.953882750123739548e-02,1.946113165467977524e+00,7.526186426170170529e-01,2.908496692962944663e-01,7.662650003097951634e-01,6.482321843504905701e-01,2.180509520694613457e+00
2.953882750123739548e-02,2.534975908696651459e+00,6.061297040060161789e-01,2.908496692962944663e-01,7.662650003097951634e-01,6.482321843504905701e-01,2.180509520694613457e+00
2.953882750123739548e-02,2.534975908696651459e+00,7.526186426170170529e-01,8.395577115938067381e-02,7.662650003097951634e-01,6.482321843504905701e-01,2.180509520694613457e+00
2.953882750123739548e-02,2.534975908696651459e+00,7.526186426170170529e-01,2.908496692962944663e-01,7.064999268390238507e-01,6.482321843504905701e-01,2.180509520694613457e+00
2.953882750123739548e-02,2.534975908696651459e+00,7.526186426170170529e-01,2.908496692962944663e-01,7.662650003097951634e-01,1.323129121214151382e+00,2.180509520694613457e+00
2.953882750123739548e-02,2.534975908696651459e+00,7.526186426170170529e-01,2.908496692962944663e-01,7.662650003097951634e-01,6.482321843504905701e-01,2.846435287967324257e+00
